UAI;Nom_lycee;taux_interruption_formation
0870058R;LP PUBLIC ANTOINE DE SAINT EXUPERY LYC MET DE LA LOGISTIQUE DU TRANSPORT ET DE L AUTOMOBILE;51
0870058R;LP PUBLIC ANTOINE DE SAINT EXUPERY LYC MET DE LA LOGISTIQUE DU TRANSPORT ET DE L AUTOMOBILE;49
0870058R;LP PUBLIC ANTOINE DE SAINT EXUPERY LYC MET DE LA LOGISTIQUE DU TRANSPORT ET DE L AUTOMOBILE;41
0870058R;LP PUBLIC ANTOINE DE SAINT EXUPERY LYC MET DE LA LOGISTIQUE DU TRANSPORT ET DE L AUTOMOBILE;38
0870058R;LP PUBLIC ANTOINE DE SAINT EXUPERY LYC MET DE LA LOGISTIQUE DU TRANSPORT ET DE L AUTOMOBILE;34
0230008J;LP PUBLIC DELPHINE GAY LYCEE DES METIERS DE LA COIFFURE DE L ESTHETIQUE ET DES SERVICES A LA PERSONN;40
0230008J;LP PUBLIC DELPHINE GAY LYCEE DES METIERS DE LA COIFFURE DE L ESTHETIQUE ET DES SERVICES A LA PERSONN;29
0230008J;LP PUBLIC DELPHINE GAY LYCEE DES METIERS DE LA COIFFURE DE L ESTHETIQUE ET DES SERVICES A LA PERSONN;30
0230008J;LP PUBLIC DELPHINE GAY LYCEE DES METIERS DE LA COIFFURE DE L ESTHETIQUE ET DES SERVICES A LA PERSONN;31
0230008J;LP PUBLIC DELPHINE GAY LYCEE DES METIERS DE LA COIFFURE DE L ESTHETIQUE ET DES SERVICES A LA PERSONN;28
0230008J;LP PUBLIC DELPHINE GAY LYCEE DES METIERS DE LA COIFFURE DE L ESTHETIQUE ET DES SERVICES A LA PERSONN;33
0870748R;LP PUBLIC LE MAS JAMBOST LYC MET DES ARTS ET TECHNIQUES;40
0870748R;LP PUBLIC LE MAS JAMBOST LYC MET DES ARTS ET TECHNIQUES;47
0870748R;LP PUBLIC LE MAS JAMBOST LYC MET DES ARTS ET TECHNIQUES;30
0870748R;LP PUBLIC LE MAS JAMBOST LYC MET DES ARTS ET TECHNIQUES;18
0870748R;LP PUBLIC LE MAS JAMBOST LYC MET DES ARTS ET TECHNIQUES;25
0870748R;LP PUBLIC LE MAS JAMBOST LYC MET DES ARTS ET TECHNIQUES;37
0870748R;LP PUBLIC LE MAS JAMBOST LYC MET DES ARTS ET TECHNIQUES;34
0870748R;LP PUBLIC LE MAS JAMBOST LYC MET DES ARTS ET TECHNIQUES;32
0870748R;LP PUBLIC LE MAS JAMBOST LYC MET DES ARTS ET TECHNIQUES;19
0230019W;LP PUBLIC LYCEE DES METIERS DU BATIMENT;24
0230019W;LP PUBLIC LYCEE DES METIERS DU BATIMENT;57
0230019W;LP PUBLIC LYCEE DES METIERS DU BATIMENT;63
0230019W;LP PUBLIC LYCEE DES METIERS DU BATIMENT;26
0230019W;LP PUBLIC LYCEE DES METIERS DU BATIMENT;31
0230019W;LP PUBLIC LYCEE DES METIERS DU BATIMENT;42
0230019W;LP PUBLIC LYCEE DES METIERS DU BATIMENT;29
0230019W;LP PUBLIC LYCEE DES METIERS DU BATIMENT;32
0230019W;LP PUBLIC LYCEE DES METIERS DU BATIMENT;36
0190027B;LP PUBLIC MARCEL BARBANCEYS LYC MET MAINTENANCE ET APRES VENTE DES MAT AGRICOLES DE TP ET DE MANUTEN;17
0190027B;LP PUBLIC MARCEL BARBANCEYS LYC MET MAINTENANCE ET APRES VENTE DES MAT AGRICOLES DE TP ET DE MANUTEN;36
0190027B;LP PUBLIC MARCEL BARBANCEYS LYC MET MAINTENANCE ET APRES VENTE DES MAT AGRICOLES DE TP ET DE MANUTEN;23
0190027B;LP PUBLIC MARCEL BARBANCEYS LYC MET MAINTENANCE ET APRES VENTE DES MAT AGRICOLES DE TP ET DE MANUTEN;21
0190027B;LP PUBLIC MARCEL BARBANCEYS LYC MET MAINTENANCE ET APRES VENTE DES MAT AGRICOLES DE TP ET DE MANUTEN;25
0870730W;LP PUBLIC MARCEL PAGNOL LYC MET DU TERTIAIRE ADMINISTRATIF DE L ACCUEIL ET DU COMMERCE;34
0870730W;LP PUBLIC MARCEL PAGNOL LYC MET DU TERTIAIRE ADMINISTRATIF DE L ACCUEIL ET DU COMMERCE;42
0870730W;LP PUBLIC MARCEL PAGNOL LYC MET DU TERTIAIRE ADMINISTRATIF DE L ACCUEIL ET DU COMMERCE;47
0870730W;LP PUBLIC MARCEL PAGNOL LYC MET DU TERTIAIRE ADMINISTRATIF DE L ACCUEIL ET DU COMMERCE;25
0870730W;LP PUBLIC MARCEL PAGNOL LYC MET DU TERTIAIRE ADMINISTRATIF DE L ACCUEIL ET DU COMMERCE;46
0870730W;LP PUBLIC MARCEL PAGNOL LYC MET DU TERTIAIRE ADMINISTRATIF DE L ACCUEIL ET DU COMMERCE;31
0870730W;LP PUBLIC MARCEL PAGNOL LYC MET DU TERTIAIRE ADMINISTRATIF DE L ACCUEIL ET DU COMMERCE;30
0870730W;LP PUBLIC MARCEL PAGNOL LYC MET DU TERTIAIRE ADMINISTRATIF DE L ACCUEIL ET DU COMMERCE;35
0870730W;LP PUBLIC MARCEL PAGNOL LYC MET DU TERTIAIRE ADMINISTRATIF DE L ACCUEIL ET DU COMMERCE;37
0870730W;LP PUBLIC MARCEL PAGNOL LYC MET DU TERTIAIRE ADMINISTRATIF DE L ACCUEIL ET DU COMMERCE;36
0870004G;LP PUBLIC MARTIN NADAUD LYC MET DU BATIMENT DE L ENERGETIQUE DE LA CLIMATIQUE ET DU DEVELOPPEMENT DU;37
0870004G;LP PUBLIC MARTIN NADAUD LYC MET DU BATIMENT DE L ENERGETIQUE DE LA CLIMATIQUE ET DU DEVELOPPEMENT DU;41
0870004G;LP PUBLIC MARTIN NADAUD LYC MET DU BATIMENT DE L ENERGETIQUE DE LA CLIMATIQUE ET DU DEVELOPPEMENT DU;50
0870004G;LP PUBLIC MARTIN NADAUD LYC MET DU BATIMENT DE L ENERGETIQUE DE LA CLIMATIQUE ET DU DEVELOPPEMENT DU;46
0870004G;LP PUBLIC MARTIN NADAUD LYC MET DU BATIMENT DE L ENERGETIQUE DE LA CLIMATIQUE ET DU DEVELOPPEMENT DU;40
0870004G;LP PUBLIC MARTIN NADAUD LYC MET DU BATIMENT DE L ENERGETIQUE DE LA CLIMATIQUE ET DU DEVELOPPEMENT DU;42
0140056K;LPO ALBERT SOREL;82
0140056K;LPO ALBERT SOREL;42
0140056K;LPO ALBERT SOREL;57
251671,00 F;LPO EDGAR FAURE LYCEE DES METIERS DE L HORLOGERIE DE LA BIJOUTERIE ET DE LA JOAILLERIE;41
251671,00 F;LPO EDGAR FAURE LYCEE DES METIERS DE L HORLOGERIE DE LA BIJOUTERIE ET DE LA JOAILLERIE;10
251671,00 F;LPO EDGAR FAURE LYCEE DES METIERS DE L HORLOGERIE DE LA BIJOUTERIE ET DE LA JOAILLERIE;23
251671,00 F;LPO EDGAR FAURE LYCEE DES METIERS DE L HORLOGERIE DE LA BIJOUTERIE ET DE LA JOAILLERIE;5
251671,00 F;LPO EDGAR FAURE LYCEE DES METIERS DE L HORLOGERIE DE LA BIJOUTERIE ET DE LA JOAILLERIE;8
251671,00 F;LPO EDGAR FAURE LYCEE DES METIERS DE L HORLOGERIE DE LA BIJOUTERIE ET DE LA JOAILLERIE;6
251671,00 F;LPO EDGAR FAURE LYCEE DES METIERS DE L HORLOGERIE DE LA BIJOUTERIE ET DE LA JOAILLERIE;30
251671,00 F;LPO EDGAR FAURE LYCEE DES METIERS DE L HORLOGERIE DE LA BIJOUTERIE ET DE LA JOAILLERIE;21
0700905D;LPO EDOUARD BELIN LYCEE DES METIERS DE L INGENIERIE NUMERIQUE;28
0700905D;LPO EDOUARD BELIN LYCEE DES METIERS DE L INGENIERIE NUMERIQUE;37
0700905D;LPO EDOUARD BELIN LYCEE DES METIERS DE L INGENIERIE NUMERIQUE;42
0700905D;LPO EDOUARD BELIN LYCEE DES METIERS DE L INGENIERIE NUMERIQUE;46
0700905D;LPO EDOUARD BELIN LYCEE DES METIERS DE L INGENIERIE NUMERIQUE;35
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;31
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;46
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;26
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;27
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;39
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;25
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;40
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;30
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;28
0740013M;LPO GUILLAUME FICHET;41
0740013M;LPO GUILLAUME FICHET;36
0740013M;LPO GUILLAUME FICHET;46
0740013M;LPO GUILLAUME FICHET;31
0740013M;LPO GUILLAUME FICHET;42
0740013M;LPO GUILLAUME FICHET;23
0740013M;LPO GUILLAUME FICHET;49
0740013M;LPO GUILLAUME FICHET;30
0740013M;LPO GUILLAUME FICHET;34
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;15
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;45
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;25
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;12
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;11
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;31
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;20
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;32
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;23
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;9
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;18
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;30
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;17
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;19
0390033Z;LPO HYACINTHE FRIANT LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;29
590185,00 F;LPO JEAN MOULIN LYCEE DES METIERS DE LA SECURITE ET DE LA PREVENTION LYCEE DES METIERS DES SERVICES ;53
590185,00 F;LPO JEAN MOULIN LYCEE DES METIERS DE LA SECURITE ET DE LA PREVENTION LYCEE DES METIERS DES SERVICES ;41
590185,00 F;LPO JEAN MOULIN LYCEE DES METIERS DE LA SECURITE ET DE LA PREVENTION LYCEE DES METIERS DES SERVICES ;44
590185,00 F;LPO JEAN MOULIN LYCEE DES METIERS DE LA SECURITE ET DE LA PREVENTION LYCEE DES METIERS DES SERVICES ;49
590185,00 F;LPO JEAN MOULIN LYCEE DES METIERS DE LA SECURITE ET DE LA PREVENTION LYCEE DES METIERS DES SERVICES ;57
590185,00 F;LPO JEAN MOULIN LYCEE DES METIERS DE LA SECURITE ET DE LA PREVENTION LYCEE DES METIERS DES SERVICES ;55
590185,00 F;LPO JEAN MOULIN LYCEE DES METIERS DU WEB LYCEE DES METIERS PREVENTION ET SECURITE LYCEE DES METIERS ;55
590185,00 F;LPO JEAN MOULIN LYCEE DES METIERS DU WEB LYCEE DES METIERS PREVENTION ET SECURITE LYCEE DES METIERS ;57
590185,00 F;LPO JEAN MOULIN LYCEE DES METIERS DU WEB LYCEE DES METIERS PREVENTION ET SECURITE LYCEE DES METIERS ;49
590185,00 F;LPO JEAN MOULIN LYCEE DES METIERS DU WEB LYCEE DES METIERS PREVENTION ET SECURITE LYCEE DES METIERS ;44
590185,00 F;LPO JEAN MOULIN LYCEE DES METIERS DU WEB LYCEE DES METIERS PREVENTION ET SECURITE LYCEE DES METIERS ;41
590185,00 F;LPO JEAN MOULIN LYCEE DES METIERS DU WEB LYCEE DES METIERS PREVENTION ET SECURITE LYCEE DES METIERS ;53
0250011B;LPO JULES HAAG LYCEE DES METIERS DE LA MICROTECHNIQUE ET DE L AUTOMATIQUE;26
0250011B;LPO JULES HAAG LYCEE DES METIERS DE LA MICROTECHNIQUE ET DE L AUTOMATIQUE;37
0250011B;LPO JULES HAAG LYCEE DES METIERS DE LA MICROTECHNIQUE ET DE L AUTOMATIQUE;32
0250011B;LPO JULES HAAG LYCEE DES METIERS DE LA MICROTECHNIQUE ET DE L AUTOMATIQUE;35
0250011B;LPO JULES HAAG LYCEE DES METIERS DE LA MICROTECHNIQUE ET DE L AUTOMATIQUE;40
0250011B;LPO JULES HAAG LYCEE DES METIERS DE LA MICROTECHNIQUE ET DE L AUTOMATIQUE;42
0250011B;LPO JULES HAAG LYCEE DES METIERS DE LA MICROTECHNIQUE ET DE L AUTOMATIQUE;41
0701035V;LPO LOUIS ARAGON LYCEE DES METIERS DE L ENERGIE ET DU DEVELOPPEMENT DURABLE;46
0701035V;LPO LOUIS ARAGON LYCEE DES METIERS DE L ENERGIE ET DU DEVELOPPEMENT DURABLE;27
0701035V;LPO LOUIS ARAGON LYCEE DES METIERS DE L ENERGIE ET DU DEVELOPPEMENT DURABLE;36
0701035V;LPO LOUIS ARAGON LYCEE DES METIERS DE L ENERGIE ET DU DEVELOPPEMENT DURABLE;26
0701035V;LPO LOUIS ARAGON LYCEE DES METIERS DE L ENERGIE ET DU DEVELOPPEMENT DURABLE;34
0701035V;LPO LOUIS ARAGON LYCEE DES METIERS DE L ENERGIE ET DU DEVELOPPEMENT DURABLE;42
0701035V;LPO LOUIS ARAGON LYCEE DES METIERS DE L ENERGIE ET DU DEVELOPPEMENT DURABLE;50
0940118T;LPO LOUIS ARMAND LYC MET TELECOMMUNICATIONS RESEAUX INFORMATIQUES ELECTRICITE ET SES APPLICATIONS CO;27
0940118T;LPO LOUIS ARMAND LYC MET TELECOMMUNICATIONS RESEAUX INFORMATIQUES ELECTRICITE ET SES APPLICATIONS CO;26
0940118T;LPO LOUIS ARMAND LYC MET TELECOMMUNICATIONS RESEAUX INFORMATIQUES ELECTRICITE ET SES APPLICATIONS CO;19
0940118T;LPO LOUIS ARMAND LYC MET TELECOMMUNICATIONS RESEAUX INFORMATIQUES ELECTRICITE ET SES APPLICATIONS CO;28
0940118T;LPO LOUIS ARMAND LYC MET TELECOMMUNICATIONS RESEAUX INFORMATIQUES ELECTRICITE ET SES APPLICATIONS CO;31
0940118T;LPO LOUIS ARMAND LYC MET TELECOMMUNICATIONS RESEAUX INFORMATIQUES ELECTRICITE ET SES APPLICATIONS CO;24
0940118T;LPO LOUIS ARMAND LYC MET TELECOMMUNICATIONS RESEAUX INFORMATIQUES ELECTRICITE ET SES APPLICATIONS CO;23
0671509B;LPO LYCEE DES METIERS ALPHONSE HEINRICH NESSEL;12
0671509B;LPO LYCEE DES METIERS ALPHONSE HEINRICH NESSEL;10
0671509B;LPO LYCEE DES METIERS ALPHONSE HEINRICH NESSEL;32
0671509B;LPO LYCEE DES METIERS ALPHONSE HEINRICH NESSEL;28
0671509B;LPO LYCEE DES METIERS ALPHONSE HEINRICH NESSEL;33
0671509B;LPO LYCEE DES METIERS ALPHONSE HEINRICH NESSEL;48
0671509B;LPO LYCEE DES METIERS ALPHONSE HEINRICH NESSEL;50
0671509B;LPO LYCEE DES METIERS ALPHONSE HEINRICH NESSEL;21
0671509B;LPO LYCEE DES METIERS ALPHONSE HEINRICH NESSEL;38
0671509B;LPO LYCEE DES METIERS ALPHONSE HEINRICH NESSEL;35
0671509B;LPO LYCEE DES METIERS ALPHONSE HEINRICH NESSEL;24
0671509B;LPO LYCEE DES METIERS ALPHONSE HEINRICH NESSEL;36
0671509B;LPO LYCEE DES METIERS ALPHONSE HEINRICH NESSEL;31
0931779D;LPO LYCEE DES METIERS DE L HORTICULTURE ET DU PAYSAGE;76
0931779D;LPO LYCEE DES METIERS DE L HORTICULTURE ET DU PAYSAGE;74
0931779D;LPO LYCEE DES METIERS DE L HORTICULTURE ET DU PAYSAGE;35
0931779D;LPO LYCEE DES METIERS DE L HORTICULTURE ET DU PAYSAGE;48
0931779D;LPO LYCEE DES METIERS DE L HORTICULTURE ET DU PAYSAGE;69
0931779D;LPO LYCEE DES METIERS DE L HORTICULTURE ET DU PAYSAGE;72
0931779D;LPO LYCEE DES METIERS DE L HORTICULTURE ET DU PAYSAGE;55
0931779D;LPO LYCEE DES METIERS DE L HORTICULTURE ET DU PAYSAGE;39
0931779D;LPO LYCEE DES METIERS DE L HORTICULTURE ET DU PAYSAGE;40
0931779D;LPO LYCEE DES METIERS DE L HORTICULTURE ET DU PAYSAGE;63
0671509B;LPO LYCEE DES METIERS HEINRICH NESSEL;50
0671509B;LPO LYCEE DES METIERS HEINRICH NESSEL;21
0671509B;LPO LYCEE DES METIERS HEINRICH NESSEL;33
0671509B;LPO LYCEE DES METIERS HEINRICH NESSEL;48
0671509B;LPO LYCEE DES METIERS HEINRICH NESSEL;24
0671509B;LPO LYCEE DES METIERS HEINRICH NESSEL;38
0671509B;LPO LYCEE DES METIERS HEINRICH NESSEL;35
0671509B;LPO LYCEE DES METIERS HEINRICH NESSEL;36
0671509B;LPO LYCEE DES METIERS HEINRICH NESSEL;31
0671509B;LPO LYCEE DES METIERS HEINRICH NESSEL;32
0671509B;LPO LYCEE DES METIERS HEINRICH NESSEL;10
0671509B;LPO LYCEE DES METIERS HEINRICH NESSEL;12
0671509B;LPO LYCEE DES METIERS HEINRICH NESSEL;28
0442094M;LPO NICOLAS APPERT LYC MET DE L HOTELLERIE RESTAURATION LYC MET DE L INGENIERIE INDUSTRIELLE;18
0442094M;LPO NICOLAS APPERT LYC MET DE L HOTELLERIE RESTAURATION LYC MET DE L INGENIERIE INDUSTRIELLE;7
0442094M;LPO NICOLAS APPERT LYC MET DE L HOTELLERIE RESTAURATION LYC MET DE L INGENIERIE INDUSTRIELLE;15
0442094M;LPO NICOLAS APPERT LYC MET DE L HOTELLERIE RESTAURATION LYC MET DE L INGENIERIE INDUSTRIELLE;51
0442094M;LPO NICOLAS APPERT LYC MET DE L HOTELLERIE RESTAURATION LYC MET DE L INGENIERIE INDUSTRIELLE;13
0442094M;LPO NICOLAS APPERT LYC MET DE L HOTELLERIE RESTAURATION LYC MET DE L INGENIERIE INDUSTRIELLE;22
0442094M;LPO NICOLAS APPERT LYC MET DE L HOTELLERIE RESTAURATION LYC MET DE L INGENIERIE INDUSTRIELLE;17
0442094M;LPO NICOLAS APPERT LYC MET DE L HOTELLERIE RESTAURATION LYC MET DE L INGENIERIE INDUSTRIELLE;32
0442094M;LPO NICOLAS APPERT LYC MET DE L HOTELLERIE RESTAURATION LYC MET DE L INGENIERIE INDUSTRIELLE;6
0442094M;LPO NICOLAS APPERT LYC MET DE L HOTELLERIE RESTAURATION LYC MET DE L INGENIERIE INDUSTRIELLE;30
0442094M;LPO NICOLAS APPERT LYC MET DE L HOTELLERIE RESTAURATION LYC MET DE L INGENIERIE INDUSTRIELLE;21
0391092A;LPO PAUL EMILE VICTOR LYCEE DES METIERS SANITAIRE ET SOCIAL;29
0391092A;LPO PAUL EMILE VICTOR LYCEE DES METIERS SANITAIRE ET SOCIAL;21
0391092A;LPO PAUL EMILE VICTOR LYCEE DES METIERS SANITAIRE ET SOCIAL;30
0391092A;LPO PAUL EMILE VICTOR LYCEE DES METIERS SANITAIRE ET SOCIAL;17
0391092A;LPO PAUL EMILE VICTOR LYCEE DES METIERS SANITAIRE ET SOCIAL;23
0391092A;LPO PAUL EMILE VICTOR LYCEE DES METIERS SANITAIRE ET SOCIAL;31
0391092A;LPO PAUL EMILE VICTOR LYCEE DES METIERS SANITAIRE ET SOCIAL;36
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;20
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;14
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;22
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;23
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;11
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;19
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;17
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;15
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;27
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;24
0871030X;LPO PUBLIC JEAN MONNET LYC MET DE L HOTELLERIE RESTAURATION ET DE L ALIMENTATION;52
0871030X;LPO PUBLIC JEAN MONNET LYC MET DE L HOTELLERIE RESTAURATION ET DE L ALIMENTATION;46
0871030X;LPO PUBLIC JEAN MONNET LYC MET DE L HOTELLERIE RESTAURATION ET DE L ALIMENTATION;48
0871030X;LPO PUBLIC JEAN MONNET LYC MET DE L HOTELLERIE RESTAURATION ET DE L ALIMENTATION;21
0871030X;LPO PUBLIC JEAN MONNET LYC MET DE L HOTELLERIE RESTAURATION ET DE L ALIMENTATION;54
0871030X;LPO PUBLIC JEAN MONNET LYC MET DE L HOTELLERIE RESTAURATION ET DE L ALIMENTATION;55
0871030X;LPO PUBLIC JEAN MONNET LYC MET DE L HOTELLERIE RESTAURATION ET DE L ALIMENTATION;53
0871030X;LPO PUBLIC JEAN MONNET LYC MET DE L HOTELLERIE RESTAURATION ET DE L ALIMENTATION;28
0871030X;LPO PUBLIC JEAN MONNET LYC MET DE L HOTELLERIE RESTAURATION ET DE L ALIMENTATION;51
0871030X;LPO PUBLIC JEAN MONNET LYC MET DE L HOTELLERIE RESTAURATION ET DE L ALIMENTATION;49
0871030X;LPO PUBLIC JEAN MONNET LYC MET DE L HOTELLERIE RESTAURATION ET DE L ALIMENTATION;33
0190018S;LPO PUBLIC PIERRE CARAMINOT LYCEE DES METIERS DU GENIE CIVIL;18
0190018S;LPO PUBLIC PIERRE CARAMINOT LYCEE DES METIERS DU GENIE CIVIL;24
0190018S;LPO PUBLIC PIERRE CARAMINOT LYCEE DES METIERS DU GENIE CIVIL;15
0190018S;LPO PUBLIC PIERRE CARAMINOT LYCEE DES METIERS DU GENIE CIVIL;70
0190018S;LPO PUBLIC PIERRE CARAMINOT LYCEE DES METIERS DU GENIE CIVIL;46
0190018S;LPO PUBLIC PIERRE CARAMINOT LYCEE DES METIERS DU GENIE CIVIL;16
0190018S;LPO PUBLIC PIERRE CARAMINOT LYCEE DES METIERS DU GENIE CIVIL;17
0390027T;LPO VICTOR BERARD LYCEE DES METIERS DE L OPTIQUE ET DES MICROTECHNIQUES;32
0390027T;LPO VICTOR BERARD LYCEE DES METIERS DE L OPTIQUE ET DES MICROTECHNIQUES;23
0390027T;LPO VICTOR BERARD LYCEE DES METIERS DE L OPTIQUE ET DES MICROTECHNIQUES;40
0390027T;LPO VICTOR BERARD LYCEE DES METIERS DE L OPTIQUE ET DES MICROTECHNIQUES;22
0390027T;LPO VICTOR BERARD LYCEE DES METIERS DE L OPTIQUE ET DES MICROTECHNIQUES;35
0390027T;LPO VICTOR BERARD LYCEE DES METIERS DE L OPTIQUE ET DES MICROTECHNIQUES;28
0390027T;LPO VICTOR BERARD LYCEE DES METIERS DE L OPTIQUE ET DES MICROTECHNIQUES;27
0840016L;LPO VICTOR HUGO (A ABSORBE L'UAI 0840044S EN 2021);29
0840016L;LPO VICTOR HUGO (A ABSORBE L'UAI 0840044S EN 2021);34
0840016L;LPO VICTOR HUGO (A ABSORBE L'UAI 0840044S EN 2021);32
0840016L;LPO VICTOR HUGO (A ABSORBE L'UAI 0840044S EN 2021);31
0840016L;LPO VICTOR HUGO (A ABSORBE L'UAI 0840044S EN 2021);33
0840016L;LPO VICTOR HUGO (A ABSORBE L'UAI 0840044S EN 2021);27
0132210G;LYCÃE POLYVALENT JEAN LURÃAT (A ABSORBE L'UAI 0132211H EN 2021);35
0132210G;LYCÃE POLYVALENT JEAN LURÃAT (A ABSORBE L'UAI 0132211H EN 2021);33
0132210G;LYCÃE POLYVALENT JEAN LURÃAT (A ABSORBE L'UAI 0132211H EN 2021);39
0132210G;LYCÃE POLYVALENT JEAN LURÃAT (A ABSORBE L'UAI 0132211H EN 2021);40
0132410Z;LYCÃE POLYVALENT MAURICE GENEVOIX (A ABSORBE L'UAI 0132319A EN 2021);37
0132410Z;LYCÃE POLYVALENT MAURICE GENEVOIX (A ABSORBE L'UAI 0132319A EN 2021);20
0132410Z;LYCÃE POLYVALENT MAURICE GENEVOIX (A ABSORBE L'UAI 0132319A EN 2021);29
0132410Z;LYCÃE POLYVALENT MAURICE GENEVOIX (A ABSORBE L'UAI 0132319A EN 2021);32
573211,00 F;LYCEE ANDRE CITROEN LYCEE DES METIERS DE L AUTOMOBILE;37
573211,00 F;LYCEE ANDRE CITROEN LYCEE DES METIERS DE L AUTOMOBILE;39
573211,00 F;LYCEE ANDRE CITROEN LYCEE DES METIERS DE L AUTOMOBILE;42
573211,00 F;LYCEE ANDRE CITROEN LYCEE DES METIERS DE L AUTOMOBILE;48
573211,00 F;LYCEE ANDRE CITROEN LYCEE DES METIERS DE L AUTOMOBILE;36
573211,00 F;LYCEE ANDRE CITROEN LYCEE DES METIERS DE L AUTOMOBILE;31
573211,00 F;LYCEE ANDRE CITROEN LYCEE DES METIERS DE L AUTOMOBILE;41
573211,00 F;LYCEE ANDRE CITROEN LYCEE DES METIERS DE L AUTOMOBILE;18
573211,00 F;LYCEE ANDRE CITROEN LYCEE DES METIERS DE L AUTOMOBILE;10
0880153N;LYCEE ANDRE MALRAUX LYCEE DES METIERS FILIERE BOIS;49
0880153N;LYCEE ANDRE MALRAUX LYCEE DES METIERS FILIERE BOIS;51
