UAI;Nom_lycee;IPS_voie_pro
0290071V;LYCEE POLYVALENT YVES THEPOT;94,8
0290071V;LYCEE POLYVALENT YVES THEPOT;96,8
0290071V;LYCEE POLYVALENT YVES THEPOT;93,4
0290071V;LYCEE POLYVALENT YVES THEPOT;95,2
0290071V;LYCEE POLYVALENT YVES THEPOT LYCEE DES METIERS DE L INDUSTRIE ET DE LA CONSTRUCTION;96,8
0290071V;LYCEE POLYVALENT YVES THEPOT LYCEE DES METIERS DE L INDUSTRIE ET DE LA CONSTRUCTION;93,4
0290071V;LYCEE POLYVALENT YVES THEPOT LYCEE DES METIERS DE L INDUSTRIE ET DE LA CONSTRUCTION;95,2
0290071V;LYCEE POLYVALENT YVES THEPOT LYCEE DES METIERS DE L INDUSTRIE ET DE LA CONSTRUCTION;94,8
0350005R;LYCEE POLYVALENT YVON BOURGES;104,2
0350005R;LYCEE POLYVALENT YVON BOURGES;103,3
0350005R;LYCEE POLYVALENT YVON BOURGES;105,3
0030935A;LYCEE PRIVE D ENSEIGNEMENT SUPERIEUR DE VICHY;94,7
0030935A;LYCEE PRIVE D ENSEIGNEMENT SUPERIEUR DE VICHY;92,8
0030935A;LYCEE PRIVE D ENSEIGNEMENT SUPERIEUR DE VICHY;88,8
0030935A;LYCEE PRIVE D ENSEIGNEMENT SUPERIEUR DE VICHY;90
0440119R;LYCEE PRIVE HOTELIER SAINTE ANNE LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION ET DE LA SA;108,8
0440119R;LYCEE PRIVE HOTELIER SAINTE ANNE LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION ET DE LA SA;110,6
0440119R;LYCEE PRIVE HOTELIER SAINTE ANNE LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION ET DE LA SA;110,2
0440119R;LYCEE PRIVE HOTELIER SAINTE ANNE LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION ET DE LA SA;109,3
0951673C;LYCEE PROFESIONNEL GUSTAVE EIFFEL LYCEE DES METIERS DU GENIE ELECTRIQUE ET DES METIERS DU TERTIAIRE;94,2
0951673C;LYCEE PROFESIONNEL GUSTAVE EIFFEL LYCEE DES METIERS DU GENIE ELECTRIQUE ET DES METIERS DU TERTIAIRE;91,8
0951673C;LYCEE PROFESIONNEL GUSTAVE EIFFEL LYCEE DES METIERS DU GENIE ELECTRIQUE ET DES METIERS DU TERTIAIRE;93,1
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;79,8
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;81,5
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;79,2
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;80,1
0750553U;LYCEE PROFESSIONEL GASTON BACHELARD;80,5
0750553U;LYCEE PROFESSIONEL GASTON BACHELARD;78
0750553U;LYCEE PROFESSIONEL GASTON BACHELARD;77,6
0110027V;LYCEE PROFESSIONNEL;76
0110027V;LYCEE PROFESSIONNEL;82,7
0110027V;LYCEE PROFESSIONNEL;82,2
0110027V;LYCEE PROFESSIONNEL;87,9
190008,00 F;LYCEE PROFESSIONNEL;83,8
190008,00 F;LYCEE PROFESSIONNEL;86,4
190008,00 F;LYCEE PROFESSIONNEL;88,3
190008,00 F;LYCEE PROFESSIONNEL;83,5
9720468B;LYCEE PROFESSIONNEL;74,6
9720468B;LYCEE PROFESSIONNEL;75,7
0190701J;LYCEE PROFESSIONNEL;88,7
0190701J;LYCEE PROFESSIONNEL;88,8
0190701J;LYCEE PROFESSIONNEL;86,6
0190701J;LYCEE PROFESSIONNEL;87,7
9720468B;LYCEE PROFESSIONNEL;76
9720468B;LYCEE PROFESSIONNEL;75,6
9720430K;LYCEE PROFESSIONNEL;74,7
9720430K;LYCEE PROFESSIONNEL;73,5
9720430K;LYCEE PROFESSIONNEL;73,4
9720430K;LYCEE PROFESSIONNEL;74,2
0740062R;LYCEE PROFESSIONNEL A GORDINI;88,2
0740062R;LYCEE PROFESSIONNEL A GORDINI;87,7
0740062R;LYCEE PROFESSIONNEL A GORDINI;92
0740062R;LYCEE PROFESSIONNEL A GORDINI;91,2
0750770E;LYCEE PROFESSIONNEL ABBE GREGOIRE;87,4
0750770E;LYCEE PROFESSIONNEL ABBE GREGOIRE;82,7
0750770E;LYCEE PROFESSIONNEL ABBE GREGOIRE;86,3
0750770E;LYCEE PROFESSIONNEL ABBE GREGOIRE;85,3
0131709M;LYCEE PROFESSIONNEL ADAM DE CRAPONNE;92
0110027V;LYCEE PROFESSIONNEL ÃDOUARD HERRIOT;82,2
0110027V;LYCEE PROFESSIONNEL ÃDOUARD HERRIOT;87,9
0110027V;LYCEE PROFESSIONNEL ÃDOUARD HERRIOT;76
0110027V;LYCEE PROFESSIONNEL ÃDOUARD HERRIOT;82,7
0421606T;LYCEE PROFESSIONNEL ADRIEN TESTUD LYCEE DES METIERS DE LA MODE;78,3
0421606T;LYCEE PROFESSIONNEL ADRIEN TESTUD LYCEE DES METIERS DE LA MODE;84
0421606T;LYCEE PROFESSIONNEL ADRIEN TESTUD LYCEE DES METIERS DE LA MODE;81,9
0421606T;LYCEE PROFESSIONNEL ADRIEN TESTUD LYCEE DES METIERS DE LA MODE;83,3
0781983G;LYCEE PROFESSIONNEL ADRIENNE BOLLAND LYCEE DES METIERS DES ARTS DU BOIS DES SERVICES ET DE LA MODE;87
0781983G;LYCEE PROFESSIONNEL ADRIENNE BOLLAND LYCEE DES METIERS DES ARTS DU BOIS DES SERVICES ET DE LA MODE;86,7
0781983G;LYCEE PROFESSIONNEL ADRIENNE BOLLAND LYCEE DES METIERS DES ARTS DU BOIS DES SERVICES ET DE LA MODE;87,7
0781983G;LYCEE PROFESSIONNEL ADRIENNE BOLLAND LYCEE DES METIERS DES ARTS DU BOIS DES SERVICES ET DE LA MODE;88,3
0596957S;LYCEE PROFESSIONNEL AIME CESAIRE;70,5
0596957S;LYCEE PROFESSIONNEL AIME CESAIRE;69,6
0596957S;LYCEE PROFESSIONNEL AIME CESAIRE;70
0596957S;LYCEE PROFESSIONNEL AIME CESAIRE;69
0640028H;LYCEE PROFESSIONNEL AIZPURDI;90
0640028H;LYCEE PROFESSIONNEL AIZPURDI;90,6
0640028H;LYCEE PROFESSIONNEL AIZPURDI;89,2
0640028H;LYCEE PROFESSIONNEL AIZPURDI;89,7
0550026E;LYCEE PROFESSIONNEL ALAIN FOURNIER;76,4
0550026E;LYCEE PROFESSIONNEL ALAIN FOURNIER;77,6
0550026E;LYCEE PROFESSIONNEL ALAIN FOURNIER;76,3
0550026E;LYCEE PROFESSIONNEL ALAIN FOURNIER;75,2
0570061G;LYCEE PROFESSIONNEL ALAIN FOURNIER LYCEE DES METIERS DU SANITAIRE ET DU SOCIAL;78,2
0570061G;LYCEE PROFESSIONNEL ALAIN FOURNIER LYCEE DES METIERS DU SANITAIRE ET DU SOCIAL;76,4
0570061G;LYCEE PROFESSIONNEL ALAIN FOURNIER LYCEE DES METIERS DU SANITAIRE ET DU SOCIAL;77,2
0595787V;LYCEE PROFESSIONNEL ALAIN SAVARY;68
0595787V;LYCEE PROFESSIONNEL ALAIN SAVARY;65,6
0595787V;LYCEE PROFESSIONNEL ALAIN SAVARY;67,4
0595787V;LYCEE PROFESSIONNEL ALAIN SAVARY;67,6
0620257T;LYCEE PROFESSIONNEL ALAIN SAVARY JULES FERRY;78,5
0620257T;LYCEE PROFESSIONNEL ALAIN SAVARY JULES FERRY;80
0620257T;LYCEE PROFESSIONNEL ALAIN SAVARY JULES FERRY;80,4
0620257T;LYCEE PROFESSIONNEL ALAIN SAVARY JULES FERRY;77
0595787V;LYCEE PROFESSIONNEL ALAIN SAVARY LYCEE DES METIERS;67,6
0595787V;LYCEE PROFESSIONNEL ALAIN SAVARY LYCEE DES METIERS;67,4
0595787V;LYCEE PROFESSIONNEL ALAIN SAVARY LYCEE DES METIERS;65,6
0595787V;LYCEE PROFESSIONNEL ALAIN SAVARY LYCEE DES METIERS;68
0370040T;LYCEE PROFESSIONNEL ALBERT BAYET LYCEE DES METIERS DES INDUSTRIES GRAPHIQUES DE LA RESTAURATION DE L;94,1
0370040T;LYCEE PROFESSIONNEL ALBERT BAYET LYCEE DES METIERS DES INDUSTRIES GRAPHIQUES DE LA RESTAURATION DE L;93,6
0370040T;LYCEE PROFESSIONNEL ALBERT BAYET LYCEE DES METIERS DES INDUSTRIES GRAPHIQUES DE LA RESTAURATION DE L;93,5
0370040T;LYCEE PROFESSIONNEL ALBERT BAYET LYCEE DES METIERS DES INDUSTRIES GRAPHIQUES DE LA RESTAURATION DE L;94,3
0420074C;LYCEE PROFESSIONNEL ALBERT CAMUS;73,4
0420074C;LYCEE PROFESSIONNEL ALBERT CAMUS;76,3
0420074C;LYCEE PROFESSIONNEL ALBERT CAMUS;73,6
0420074C;LYCEE PROFESSIONNEL ALBERT CAMUS;74,6
0440056X;LYCEE PROFESSIONNEL ALBERT CHASSAGNE;89,4
0440056X;LYCEE PROFESSIONNEL ALBERT CHASSAGNE;86,5
0440056X;LYCEE PROFESSIONNEL ALBERT CHASSAGNE;90,1
0440056X;LYCEE PROFESSIONNEL ALBERT CHASSAGNE;88,6
0030061A;LYCEE PROFESSIONNEL ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES AUX ORGANI;81,5
0030061A;LYCEE PROFESSIONNEL ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES AUX ORGANI;82,2
0030061A;LYCEE PROFESSIONNEL ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES AUX ORGANI;85
420077,00 F;LYCEE PROFESSIONNEL ALBERT THOMAS;79,9
420077,00 F;LYCEE PROFESSIONNEL ALBERT THOMAS;80,2
420077,00 F;LYCEE PROFESSIONNEL ALBERT THOMAS;78,5
420077,00 F;LYCEE PROFESSIONNEL ALBERT THOMAS;81,2
0010001W;LYCEE PROFESSIONNEL ALEXANDRE BERARD LYCEE DES METIERS DE L ENERGIE ET DE L HABITAT;88,6
0010001W;LYCEE PROFESSIONNEL ALEXANDRE BERARD LYCEE DES METIERS DE L ENERGIE ET DE L HABITAT;91,1
0010001W;LYCEE PROFESSIONNEL ALEXANDRE BERARD LYCEE DES METIERS DE L ENERGIE ET DE L HABITAT;90,5
0010001W;LYCEE PROFESSIONNEL ALEXANDRE BERARD LYCEE DES METIERS DE L ENERGIE ET DE L HABITAT;89,1
0910630R;LYCEE PROFESSIONNEL ALEXANDRE DENIS LYCEE DES METIERS DE L AERONAUTIQUE DU TRANSPORT ET DE LA LOGIST;100,8
0910630R;LYCEE PROFESSIONNEL ALEXANDRE DENIS LYCEE DES METIERS DE L AERONAUTIQUE DU TRANSPORT ET DE LA LOGIST;98,9
0910630R;LYCEE PROFESSIONNEL ALEXANDRE DENIS LYCEE DES METIERS DE L AERONAUTIQUE DU TRANSPORT ET DE LA LOGIST;101,4
0910630R;LYCEE PROFESSIONNEL ALEXANDRE DENIS LYCEE DES METIERS DE L AERONAUTIQUE DU TRANSPORT ET DE LA LOGIST;99,7
0710080B;LYCEE PROFESSIONNEL ALEXANDRE DUMAINE LYCEE DES METIERS;80,1
0710080B;LYCEE PROFESSIONNEL ALEXANDRE DUMAINE LYCEE DES METIERS;80,7
0710080B;LYCEE PROFESSIONNEL ALEXANDRE DUMAINE LYCEE DES METIERS;80,5
0710080B;LYCEE PROFESSIONNEL ALEXANDRE DUMAINE LYCEE DES METIERS;83,2
0840113S;LYCEE PROFESSIONNEL ALEXANDRE DUMAS;77,3
0840113S;LYCEE PROFESSIONNEL ALEXANDRE DUMAS;80,4
0840113S;LYCEE PROFESSIONNEL ALEXANDRE DUMAS;78,8
0840113S;LYCEE PROFESSIONNEL ALEXANDRE DUMAS;78,4
0120037A;LYCEE PROFESSIONNEL ALEXIS MONTEIL LYCEE DES METIERS INDUSTRIE ET COMMUNICATION;83,9
0120037A;LYCEE PROFESSIONNEL ALEXIS MONTEIL LYCEE DES METIERS INDUSTRIE ET COMMUNICATION;84,6
0120037A;LYCEE PROFESSIONNEL ALEXIS MONTEIL LYCEE DES METIERS INDUSTRIE ET COMMUNICATION;87,1
0120037A;LYCEE PROFESSIONNEL ALEXIS MONTEIL LYCEE DES METIERS INDUSTRIE ET COMMUNICATION;85,7
0931198X;LYCEE PROFESSIONNEL ALFRED COSTES LYCEE DES METIERS DE LA COMMUNICATION ET DE L INDUSTRIE GRAPHIQUE;83,4
0931198X;LYCEE PROFESSIONNEL ALFRED COSTES LYCEE DES METIERS DE LA COMMUNICATION ET DE L INDUSTRIE GRAPHIQUE;84,4
0931198X;LYCEE PROFESSIONNEL ALFRED COSTES LYCEE DES METIERS DE LA COMMUNICATION ET DE L INDUSTRIE GRAPHIQUE;82,9
0931198X;LYCEE PROFESSIONNEL ALFRED COSTES LYCEE DES METIERS DE LA COMMUNICATION ET DE L INDUSTRIE GRAPHIQUE;84,7
0690107S;LYCEE PROFESSIONNEL ALFRED DE MUSSET;78,6
0690107S;LYCEE PROFESSIONNEL ALFRED DE MUSSET;78,8
0690107S;LYCEE PROFESSIONNEL ALFRED DE MUSSET;77,6
0690107S;LYCEE PROFESSIONNEL ALFRED DE MUSSET;78,9
0690107S;LYCEE PROFESSIONNEL ALFRED DE MUSSET LYCEE DES METIERS DE LA LOGISTIQUE ET DU TRANSPORT LYCEE DES ME;78,6
0690107S;LYCEE PROFESSIONNEL ALFRED DE MUSSET LYCEE DES METIERS DE LA LOGISTIQUE ET DU TRANSPORT LYCEE DES ME;78,8
0690107S;LYCEE PROFESSIONNEL ALFRED DE MUSSET LYCEE DES METIERS DE LA LOGISTIQUE ET DU TRANSPORT LYCEE DES ME;77,6
0690107S;LYCEE PROFESSIONNEL ALFRED DE MUSSET LYCEE DES METIERS DE LA LOGISTIQUE ET DU TRANSPORT LYCEE DES ME;78,9
0061561P;LYCEE PROFESSIONNEL ALFRED HUTINEL LYCEE DES METIERS DES ENERGIES ELECTRIQUES;91,5
0061561P;LYCEE PROFESSIONNEL ALFRED HUTINEL LYCEE DES METIERS DES ENERGIES ELECTRIQUES;95,7
0061561P;LYCEE PROFESSIONNEL ALFRED HUTINEL LYCEE DES METIERS DES ENERGIES ELECTRIQUES;93,9
0590264S;LYCEE PROFESSIONNEL ALFRED KASTLER;70
0590264S;LYCEE PROFESSIONNEL ALFRED KASTLER;70,3
0590264S;LYCEE PROFESSIONNEL ALFRED KASTLER;70,2
0590264S;LYCEE PROFESSIONNEL ALFRED KASTLER LYCEE DES METIERS DE LA CONDUITE ET DE LA MAINTENANCE DES SYSTEME;70,2
0590264S;LYCEE PROFESSIONNEL ALFRED KASTLER LYCEE DES METIERS DE LA CONDUITE ET DE LA MAINTENANCE DES SYSTEME;70,3
0590264S;LYCEE PROFESSIONNEL ALFRED KASTLER LYCEE DES METIERS DE LA CONDUITE ET DE LA MAINTENANCE DES SYSTEME;70
0801704T;LYCEE PROFESSIONNEL ALFRED MANESSIER;68,1
0801704T;LYCEE PROFESSIONNEL ALFRED MANESSIER;68,7
0801704T;LYCEE PROFESSIONNEL ALFRED MANESSIER;70,2
0801704T;LYCEE PROFESSIONNEL ALFRED MANESSIER;65,8
0660026V;LYCEE PROFESSIONNEL ALFRED SAUVY LYCEE DES METIERS DU BATIMENT;80,7
0660026V;LYCEE PROFESSIONNEL ALFRED SAUVY LYCEE DES METIERS DU BATIMENT;82,7
0660026V;LYCEE PROFESSIONNEL ALFRED SAUVY LYCEE DES METIERS DU BATIMENT;80,6
0660026V;LYCEE PROFESSIONNEL ALFRED SAUVY LYCEE DES METIERS DU BATIMENT;83,8
0050005D;LYCEE PROFESSIONNEL ALPES ET DURANCE LYCEE DES METIERS PLURI ACTIFS DU BOIS ET DE L HABITAT DE MONTA;104,2
0050005D;LYCEE PROFESSIONNEL ALPES ET DURANCE LYCEE DES METIERS PLURI ACTIFS DU BOIS ET DE L HABITAT DE MONTA;101,1
0050005D;LYCEE PROFESSIONNEL ALPES ET DURANCE LYCEE DES METIERS PLURI ACTIFS DU BOIS ET DE L HABITAT DE MONTA;103,1
0050005D;LYCEE PROFESSIONNEL ALPES ET DURANCE LYCEE DES METIERS PLURI ACTIFS DU BOIS ET DE L HABITAT DE MONTA;104,1
0040007L;LYCEE PROFESSIONNEL ALPHONSE BEAU DE ROCHAS;87,1
0040007L;LYCEE PROFESSIONNEL ALPHONSE BEAU DE ROCHAS;86,4
0040007L;LYCEE PROFESSIONNEL ALPHONSE BEAU DE ROCHAS;88,1
0040007L;LYCEE PROFESSIONNEL ALPHONSE BEAU DE ROCHAS;85,7
0332445D;LYCEE PROFESSIONNEL ALPHONSE BEAU DE ROCHAS LYCEES DES DES METIERS DE L AUTOMOBILE;93
0332445D;LYCEE PROFESSIONNEL ALPHONSE BEAU DE ROCHAS LYCEES DES DES METIERS DE L AUTOMOBILE;91,3
0332445D;LYCEE PROFESSIONNEL ALPHONSE BEAU DE ROCHAS LYCEES DES DES METIERS DE L AUTOMOBILE;89,7
0332445D;LYCEE PROFESSIONNEL ALPHONSE BEAU DE ROCHAS LYCEES DES DES METIERS DE L AUTOMOBILE;87,8
0350009V;LYCEE PROFESSIONNEL ALPHONSE PELLE;85,7
0350009V;LYCEE PROFESSIONNEL ALPHONSE PELLE;87,6
0350009V;LYCEE PROFESSIONNEL ALPHONSE PELLE;83,4
0350009V;LYCEE PROFESSIONNEL ALPHONSE PELLE;86,7
0261100E;LYCEE PROFESSIONNEL AMBLARD LYCEE DES METIERS D ART DE LA BIJOUTERIE JOAILLERIE;91
0261100E;LYCEE PROFESSIONNEL AMBLARD LYCEE DES METIERS D ART DE LA BIJOUTERIE JOAILLERIE;88,7
0261100E;LYCEE PROFESSIONNEL AMBLARD LYCEE DES METIERS D ART DE LA BIJOUTERIE JOAILLERIE;89,1
0261100E;LYCEE PROFESSIONNEL AMBLARD LYCEE DES METIERS D ART DE LA BIJOUTERIE JOAILLERIE;89,2
594532,00 F;LYCEE PROFESSIONNEL AMBROISE CROIZAT;68,5
594532,00 F;LYCEE PROFESSIONNEL AMBROISE CROIZAT;68,1
594532,00 F;LYCEE PROFESSIONNEL AMBROISE CROIZAT;70,1
0400049L;LYCEE PROFESSIONNEL AMBROISE CROIZAT;95,2
0400049L;LYCEE PROFESSIONNEL AMBROISE CROIZAT;94,1
0400049L;LYCEE PROFESSIONNEL AMBROISE CROIZAT;96
0400049L;LYCEE PROFESSIONNEL AMBROISE CROIZAT;93,5
594532,00 F;LYCEE PROFESSIONNEL AMBROISE CROIZAT LYCEE DES METIERS DU SANITAIRE ET SOCIAL;68,5
594532,00 F;LYCEE PROFESSIONNEL AMBROISE CROIZAT LYCEE DES METIERS DU SANITAIRE ET SOCIAL;70,1
594532,00 F;LYCEE PROFESSIONNEL AMBROISE CROIZAT LYCEE DES METIERS DU SANITAIRE ET SOCIAL;68,1
0630024J;LYCEE PROFESSIONNEL AMEDEE GASQUET LYCEE DES METIERS DES SERVICES AUX ENTREPRISES;80,3
0630024J;LYCEE PROFESSIONNEL AMEDEE GASQUET LYCEE DES METIERS DES SERVICES AUX ENTREPRISES;80,1
0630024J;LYCEE PROFESSIONNEL AMEDEE GASQUET LYCEE DES METIERS DES SERVICES AUX ENTREPRISES;81,7
0630024J;LYCEE PROFESSIONNEL AMEDEE GASQUET LYCEE DES METIERS DES SERVICES AUX ENTREPRISES;81,8
9740479C;LYCEE PROFESSIONNEL AMIRAL LACAZE;66,8
9740479C;LYCEE PROFESSIONNEL AMIRAL LACAZE;65,3
9740479C;LYCEE PROFESSIONNEL AMIRAL LACAZE;64,9
9740479C;LYCEE PROFESSIONNEL AMIRAL LACAZE;66,2
0130072H;LYCEE PROFESSIONNEL AMPERE;73
0130072H;LYCEE PROFESSIONNEL AMPERE;74,6
0130072H;LYCEE PROFESSIONNEL AMPERE;71,1
0130072H;LYCEE PROFESSIONNEL AMPERE;72,8
0560019S;LYCEE PROFESSIONNEL AMPERE;80,8
0560019S;LYCEE PROFESSIONNEL AMPERE;78,2
0560019S;LYCEE PROFESSIONNEL AMPERE;80,9
0560019S;LYCEE PROFESSIONNEL AMPERE;81,3
0600049C;LYCEE PROFESSIONNEL AMYOT D INVILLE LYCEE DES METIERS DU BTP DE LA VENTE ET DE LA COMMUNICATION GRAP;89,3
0600049C;LYCEE PROFESSIONNEL AMYOT D INVILLE LYCEE DES METIERS DU BTP DE LA VENTE ET DE LA COMMUNICATION GRAP;86
0600049C;LYCEE PROFESSIONNEL AMYOT D INVILLE LYCEE DES METIERS DU BTP DE LA VENTE ET DE LA COMMUNICATION GRAP;84,8
0600049C;LYCEE PROFESSIONNEL AMYOT D INVILLE LYCEE DES METIERS DU BTP DE LA VENTE ET DE LA COMMUNICATION GRAP;86,3
0330011H;LYCEE PROFESSIONNEL ANATOLE DE MONZIE;85,8
0330011H;LYCEE PROFESSIONNEL ANATOLE DE MONZIE;83
0330011H;LYCEE PROFESSIONNEL ANATOLE DE MONZIE;83,8
0330011H;LYCEE PROFESSIONNEL ANATOLE DE MONZIE;88,4
0921229L;LYCEE PROFESSIONNEL ANATOLE FRANCE LYCEE DES METIERS DE L ELECTROTECHNIQUE DES SERVICES ET DE LA TAP;77,4
0921229L;LYCEE PROFESSIONNEL ANATOLE FRANCE LYCEE DES METIERS DE L ELECTROTECHNIQUE DES SERVICES ET DE LA TAP;76,9
0921229L;LYCEE PROFESSIONNEL ANATOLE FRANCE LYCEE DES METIERS DE L ELECTROTECHNIQUE DES SERVICES ET DE LA TAP;80,3
9720515C;LYCEE PROFESSIONNEL ANDRE ALIKER;78,3
9720515C;LYCEE PROFESSIONNEL ANDRE ALIKER;76,6
9720515C;LYCEE PROFESSIONNEL ANDRE ALIKER;77,4
9720515C;LYCEE PROFESSIONNEL ANDRE ALIKER;77,3
9720515C;LYCEE PROFESSIONNEL ANDRE ALIKER LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;76,6
9720515C;LYCEE PROFESSIONNEL ANDRE ALIKER LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;78,3
9720515C;LYCEE PROFESSIONNEL ANDRE ALIKER LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;77,4
9720515C;LYCEE PROFESSIONNEL ANDRE ALIKER LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;77,3
0410031L;LYCEE PROFESSIONNEL ANDRE AMPERE;91
0410031L;LYCEE PROFESSIONNEL ANDRE AMPERE;91,1
0410031L;LYCEE PROFESSIONNEL ANDRE AMPERE;91,2
0410031L;LYCEE PROFESSIONNEL ANDRE AMPERE;90,9
0410031L;LYCEE PROFESSIONNEL ANDRE AMPERE LYCEE DES METIERSDE LA MAINTENANCE ET DES SERVICES A L INDUSTRIE;91,2
0410031L;LYCEE PROFESSIONNEL ANDRE AMPERE LYCEE DES METIERSDE LA MAINTENANCE ET DES SERVICES A L INDUSTRIE;90,9
0410031L;LYCEE PROFESSIONNEL ANDRE AMPERE LYCEE DES METIERSDE LA MAINTENANCE ET DES SERVICES A L INDUSTRIE;91,1
0410031L;LYCEE PROFESSIONNEL ANDRE AMPERE LYCEE DES METIERSDE LA MAINTENANCE ET DES SERVICES A L INDUSTRIE;91
0440315D;LYCEE PROFESSIONNEL ANDRE BOULLOCHE;83,8
0440315D;LYCEE PROFESSIONNEL ANDRE BOULLOCHE;79,2
0440315D;LYCEE PROFESSIONNEL ANDRE BOULLOCHE;78
0440315D;LYCEE PROFESSIONNEL ANDRE BOULLOCHE;80,9
0692968B;LYCEE PROFESSIONNEL ANDRE CUZIN;82,9
0692968B;LYCEE PROFESSIONNEL ANDRE CUZIN;83,1
0692968B;LYCEE PROFESSIONNEL ANDRE CUZIN;82,7
0692968B;LYCEE PROFESSIONNEL ANDRE CUZIN;80,6
0692968B;LYCEE PROFESSIONNEL ANDRE CUZIN LYCEE DES METIERS DE LA CONSTRUCTION ET DE L HABITAT DURABLES;83,1
0692968B;LYCEE PROFESSIONNEL ANDRE CUZIN LYCEE DES METIERS DE LA CONSTRUCTION ET DE L HABITAT DURABLES;82,9
0692968B;LYCEE PROFESSIONNEL ANDRE CUZIN LYCEE DES METIERS DE LA CONSTRUCTION ET DE L HABITAT DURABLES;82,7
0692968B;LYCEE PROFESSIONNEL ANDRE CUZIN LYCEE DES METIERS DE LA CONSTRUCTION ET DE L HABITAT DURABLES;80,6
0594653M;LYCEE PROFESSIONNEL ANDRE JURENIL;68,5
0594653M;LYCEE PROFESSIONNEL ANDRE JURENIL;68,7
0594653M;LYCEE PROFESSIONNEL ANDRE JURENIL;68,2
0594653M;LYCEE PROFESSIONNEL ANDRE JURENIL;68,4
0594653M;LYCEE PROFESSIONNEL ANDRE JURENIL LYCEE DES METIERS DU SANITAIRE ET SOCIAL;68,5
0594653M;LYCEE PROFESSIONNEL ANDRE JURENIL LYCEE DES METIERS DU SANITAIRE ET SOCIAL;68,2
0594653M;LYCEE PROFESSIONNEL ANDRE JURENIL LYCEE DES METIERS DU SANITAIRE ET SOCIAL;68,4
0594653M;LYCEE PROFESSIONNEL ANDRE JURENIL LYCEE DES METIERS DU SANITAIRE ET SOCIAL;68,7
0622089J;LYCEE PROFESSIONNEL ANDRE MALRAUX;81,2
0622089J;LYCEE PROFESSIONNEL ANDRE MALRAUX;78
0622089J;LYCEE PROFESSIONNEL ANDRE MALRAUX;82,1
0622089J;LYCEE PROFESSIONNEL ANDRE MALRAUX;77,9
0622089J;LYCEE PROFESSIONNEL ANDRE MALRAUX LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE;81,2
0622089J;LYCEE PROFESSIONNEL ANDRE MALRAUX LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE;77,9
0622089J;LYCEE PROFESSIONNEL ANDRE MALRAUX LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE;82,1
0622089J;LYCEE PROFESSIONNEL ANDRE MALRAUX LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE;78
0601870G;LYCEE PROFESSIONNEL ANDRE MALRAUX LYCEE DES METIERS DU TERTIAIRE ET DES SERVICES A LA PERSONNE;75,5
0601870G;LYCEE PROFESSIONNEL ANDRE MALRAUX LYCEE DES METIERS DU TERTIAIRE ET DES SERVICES A LA PERSONNE;79,3
0601870G;LYCEE PROFESSIONNEL ANDRE MALRAUX LYCEE DES METIERS DU TERTIAIRE ET DES SERVICES A LA PERSONNE;78,1
0601870G;LYCEE PROFESSIONNEL ANDRE MALRAUX LYCEE DES METIERS DU TERTIAIRE ET DES SERVICES A LA PERSONNE;78,2
0911037H;LYCEE PROFESSIONNEL ANDRE MARIE AMPERE;93,2
0911037H;LYCEE PROFESSIONNEL ANDRE MARIE AMPERE;90,6
0911037H;LYCEE PROFESSIONNEL ANDRE MARIE AMPERE;91,7
0911037H;LYCEE PROFESSIONNEL ANDRE MARIE AMPERE;92,5
0911037H;LYCEE PROFESSIONNEL ANDRE MARIE AMPERE LYCEE DES METIERS DU NUMERIQUE ET DE LA TRANSITION ENERGETIQU;92,5
0911037H;LYCEE PROFESSIONNEL ANDRE MARIE AMPERE LYCEE DES METIERS DU NUMERIQUE ET DE LA TRANSITION ENERGETIQU;91,7
